instance family pattern-time pattern-isconnected pattern-meandistance pattern-maxdistance pattern-proportiondistancege2 pattern-proportiondistancege3 pattern-proportiondistancege4 target-time target-isconnected target-meandistance target-maxdistance target-proportiondistancege2 target-proportiondistancege3 target-proportiondistancege4
g21-g102 11 0 1 1.08333 2 0.0820312 0 0 822 1 4.25744 6 0.995879 0.970238 0.820971
g21-g103 11 0 1 1.08333 2 0.0820312 0 0 1137 1 3.73065 6 0.994048 0.933608 0.61859
g21-g104 11 0 1 1.08333 2 0.0820312 0 0 1397 0 8.83072 28 0.517559 0.513402 0.501871
g21-g105 11 0 1 1.08333 2 0.0820312 0 0 1403 0 8.82651 28 0.51486 0.51073 0.499268
g21-g106 11 0 1 1.08333 2 0.0820312 0 0 4904 1 8.34333 29 0.998428 0.992345 0.971973
g21-g107 11 0 1 1.08333 2 0.0820312 0 0 2989 0 8.56683 25 0.553997 0.550267 0.538928
g21-g108 11 0 1 1.08333 2 0.0820312 0 0 3664 0 8.55453 27 0.579695 0.576075 0.564798
g21-g109 11 0 1 1.08333 2 0.0820312 0 0 4165 1 10.5021 21 0.998611 0.994643 0.984921
g21-g110 11 0 1 1.08333 2 0.0820312 0 0 9894 1 5.67628 16 0.997384 0.977723 0.912432
g21-g111 11 0 1 1.08333 2 0.0820312 0 0 5779 0 8.34249 29 0.608189 0.604462 0.592038
g21-g112 11 0 1 1.08333 2 0.0820312 0 0 5928 1 9.66358 26 0.999218 0.990909 0.966094
g21-g51 11 0 1 1.08333 2 0.0820312 0 0 1 1 2.44843 5 0.940979 0.453896 0.0384373
g21-g52 11 0 1 1.08333 2 0.0820312 0 0 1 0 3.3828 8 0.857992 0.650361 0.44435
g21-g53 11 0 1 1.08333 2 0.0820312 0 0 2 1 2.77816 5 0.934807 0.660998 0.170068
g21-g54 11 0 1 1.08333 2 0.0820312 0 0 5 0 3.11824 6 0.839233 0.653748 0.293427
g21-g55 11 0 1 1.08333 2 0.0820312 0 0 5 1 3.16562 6 0.966736 0.788788 0.359772
g21-g56 11 0 1 1.08333 2 0.0820312 0 0 5 0 3.07479 6 0.859406 0.6586 0.283356
g21-g57 11 0 1 1.08333 2 0.0820312 0 0 1 0 1.21795 2 0.000433673 0 0
g21-g61 11 0 1 1.08333 2 0.0820312 0 0 5 1 9.57583 20 0.980002 0.948294 0.904044
g21-g62 11 0 1 1.08333 2 0.0820312 0 0 8 1 3.58877 8 0.98381 0.789438 0.529125
g21-g63 11 0 1 1.08333 2 0.0820312 0 0 23 1 3.46867 7 0.96175 0.7955 0.485625
g21-g64 11 0 1 1.08333 2 0.0820312 0 0 51 1 2.23575 4 0.873 0.334475 0.0251875
g21-g65 11 0 1 1.08333 2 0.0820312 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g21-g67 11 0 1 1.08333 2 0.0820312 0 0 13 1 4.10195 5 0.984848 0.919913 0.757576
g21-g68 11 0 1 1.08333 2 0.0820312 0 0 56 1 2.73319 5 0.9329 0.608225 0.175325
g21-g69 11 0 1 1.08333 2 0.0820312 0 0 23 1 8.2421 16 0.986168 0.959528 0.915912
g21-g70 11 0 1 1.08333 2 0.0820312 0 0 17 0 10.4096 21 0.929207 0.916905 0.897128
g21-g71 11 0 1 1.08333 2 0.0820312 0 0 22 1 7.14825 13 0.986076 0.958171 0.908729
g21-g72 11 0 1 1.08333 2 0.0820312 0 0 7 0 3.11838 8 0.0127542 0.00960851 0.00505845
g21-g74 11 0 1 1.08333 2 0.0820312 0 0 19 1 3.55758 4 0.991114 0.816802 0.745293
g21-g75 11 0 1 1.08333 2 0.0820312 0 0 32 0 2.58237 7 0.391094 0.220263 0.0605697
g21-g76 11 0 1 1.08333 2 0.0820312 0 0 154 0 2.12389 4 0.749643 0.288019 0.0190863
g21-g77 11 0 1 1.08333 2 0.0820312 0 0 318 1 1.59555 3 0.554598 0.0399785 0
g21-g78 11 0 1 1.08333 2 0.0820312 0 0 66 1 4.8729 19 0.98037 0.898555 0.717637
g21-g79 11 0 1 1.08333 2 0.0820312 0 0 42 1 5.61555 8 0.992155 0.958017 0.895448
g21-g80 11 0 1 1.08333 2 0.0820312 0 0 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g21-g81 11 0 1 1.08333 2 0.0820312 0 0 206 1 3.06555 5 0.987258 0.866376 0.209844
g21-g83 11 0 1 1.08333 2 0.0820312 0 0 163 1 5.00489 10 0.989258 0.945312 0.828125
g21-g84 11 0 1 1.08333 2 0.0820312 0 0 792 1 2.35582 4 0.881836 0.427734 0.0449219
g21-g85 11 0 1 1.08333 2 0.0820312 0 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g21-g87 11 0 1 1.08333 2 0.0820312 0 0 129 0 5.16013 12 0.983245 0.939526 0.853035
g21-g88 11 0 1 1.08333 2 0.0820312 0 0 142 0 5.66995 14 0.988064 0.947504 0.864237
g21-g89 11 0 1 1.08333 2 0.0820312 0 0 110 1 5.7791 8 0.995421 0.984432 0.951465
g21-g90 11 0 1 1.08333 2 0.0820312 0 0 264 1 6.00551 11 0.994406 0.974825 0.92028
g21-g91 11 0 1 1.08333 2 0.0820312 0 0 161 1 6.394 18 0.996284 0.964252 0.883107
g21-g92 11 0 1 1.08333 2 0.0820312 0 0 226 1 6.96525 17 0.996699 0.975941 0.922645
g21-g94 11 0 1 1.08333 2 0.0820312 0 0 468 1 7.67313 16 0.996231 0.985283 0.958354
g21-g95 11 0 1 1.08333 2 0.0820312 0 0 148 0 13.1693 36 0.068187 0.067156 0.0656085
g21-g96 11 0 1 1.08333 2 0.0820312 0 0 174 0 13.4234 41 0.145044 0.143656 0.141219
g21-g97 11 0 1 1.08333 2 0.0820312 0 0 182 0 15.947 47 0.160597 0.159242 0.156982
g21-g98 11 0 1 1.08333 2 0.0820312 0 0 268 0 12.7987 36 0.351012 0.348286 0.342952
g21-g99 11 0 1 1.08333 2 0.0820312 0 0 268 0 12.8334 36 0.350418 0.34769 0.342357
g22-g100 11 0 1 3.46947 8 0.885275 0.704389 0.438851 130 0 1.33155 2 0.000488158 0 0
g22-g101 11 0 1 3.46947 8 0.885275 0.704389 0.438851 626 1 4.83463 7 0.996795 0.983059 0.914377
g22-g102 11 0 1 3.46947 8 0.885275 0.704389 0.438851 824 1 4.25744 6 0.995879 0.970238 0.820971
g22-g103 11 0 1 3.46947 8 0.885275 0.704389 0.438851 1147 1 3.73065 6 0.994048 0.933608 0.61859
g22-g104 11 0 1 3.46947 8 0.885275 0.704389 0.438851 1400 0 8.83072 28 0.517559 0.513402 0.501871
g22-g105 11 0 1 3.46947 8 0.885275 0.704389 0.438851 1403 0 8.82651 28 0.51486 0.51073 0.499268
g22-g106 11 0 1 3.46947 8 0.885275 0.704389 0.438851 4936 1 8.34333 29 0.998428 0.992345 0.971973
g22-g107 11 0 1 3.46947 8 0.885275 0.704389 0.438851 2984 0 8.56683 25 0.553997 0.550267 0.538928
g22-g108 11 0 1 3.46947 8 0.885275 0.704389 0.438851 3662 0 8.55453 27 0.579695 0.576075 0.564798
g22-g109 11 0 1 3.46947 8 0.885275 0.704389 0.438851 4189 1 10.5021 21 0.998611 0.994643 0.984921
g22-g110 11 0 1 3.46947 8 0.885275 0.704389 0.438851 9845 1 5.67628 16 0.997384 0.977723 0.912432
g22-g111 11 0 1 3.46947 8 0.885275 0.704389 0.438851 5746 0 8.34249 29 0.608189 0.604462 0.592038
g22-g112 11 0 1 3.46947 8 0.885275 0.704389 0.438851 5931 1 9.66358 26 0.999218 0.990909 0.966094
g22-g51 11 0 1 3.46947 8 0.885275 0.704389 0.438851 1 1 2.44843 5 0.940979 0.453896 0.0384373
g22-g52 11 0 1 3.46947 8 0.885275 0.704389 0.438851 1 0 3.3828 8 0.857992 0.650361 0.44435
g22-g53 11 0 1 3.46947 8 0.885275 0.704389 0.438851 2 1 2.77816 5 0.934807 0.660998 0.170068
g22-g54 11 0 1 3.46947 8 0.885275 0.704389 0.438851 5 0 3.11824 6 0.839233 0.653748 0.293427
g22-g55 11 0 1 3.46947 8 0.885275 0.704389 0.438851 5 1 3.16562 6 0.966736 0.788788 0.359772
g22-g56 11 0 1 3.46947 8 0.885275 0.704389 0.438851 5 0 3.07479 6 0.859406 0.6586 0.283356
g22-g57 11 0 1 3.46947 8 0.885275 0.704389 0.438851 1 0 1.21795 2 0.000433673 0 0
g22-g61 11 0 1 3.46947 8 0.885275 0.704389 0.438851 5 1 9.57583 20 0.980002 0.948294 0.904044
g22-g62 11 0 1 3.46947 8 0.885275 0.704389 0.438851 7 1 3.58877 8 0.98381 0.789438 0.529125
g22-g63 11 0 1 3.46947 8 0.885275 0.704389 0.438851 23 1 3.46867 7 0.96175 0.7955 0.485625
g22-g64 11 0 1 3.46947 8 0.885275 0.704389 0.438851 51 1 2.23575 4 0.873 0.334475 0.0251875
g22-g65 11 0 1 3.46947 8 0.885275 0.704389 0.438851 27 1 2.72983 4 0.971066 0.725961 0.0288228
g22-g67 11 0 1 3.46947 8 0.885275 0.704389 0.438851 13 1 4.10195 5 0.984848 0.919913 0.757576
g22-g68 11 0 1 3.46947 8 0.885275 0.704389 0.438851 57 1 2.73319 5 0.9329 0.608225 0.175325
g22-g69 11 0 1 3.46947 8 0.885275 0.704389 0.438851 23 1 8.2421 16 0.986168 0.959528 0.915912
g22-g70 11 0 1 3.46947 8 0.885275 0.704389 0.438851 17 0 10.4096 21 0.929207 0.916905 0.897128
g22-g71 11 0 1 3.46947 8 0.885275 0.704389 0.438851 22 1 7.14825 13 0.986076 0.958171 0.908729
g22-g72 11 0 1 3.46947 8 0.885275 0.704389 0.438851 7 0 3.11838 8 0.0127542 0.00960851 0.00505845
g22-g74 11 0 1 3.46947 8 0.885275 0.704389 0.438851 19 1 3.55758 4 0.991114 0.816802 0.745293
g22-g75 11 0 1 3.46947 8 0.885275 0.704389 0.438851 32 0 2.58237 7 0.391094 0.220263 0.0605697
g22-g76 11 0 1 3.46947 8 0.885275 0.704389 0.438851 155 0 2.12389 4 0.749643 0.288019 0.0190863
g22-g77 11 0 1 3.46947 8 0.885275 0.704389 0.438851 318 1 1.59555 3 0.554598 0.0399785 0
g22-g78 11 0 1 3.46947 8 0.885275 0.704389 0.438851 66 1 4.8729 19 0.98037 0.898555 0.717637
g22-g79 11 0 1 3.46947 8 0.885275 0.704389 0.438851 42 1 5.61555 8 0.992155 0.958017 0.895448
g22-g80 11 0 1 3.46947 8 0.885275 0.704389 0.438851 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g22-g81 11 0 1 3.46947 8 0.885275 0.704389 0.438851 205 1 3.06555 5 0.987258 0.866376 0.209844
g22-g83 11 0 1 3.46947 8 0.885275 0.704389 0.438851 162 1 5.00489 10 0.989258 0.945312 0.828125
g22-g84 11 0 1 3.46947 8 0.885275 0.704389 0.438851 788 1 2.35582 4 0.881836 0.427734 0.0449219
g22-g85 11 0 1 3.46947 8 0.885275 0.704389 0.438851 90 1 8.09967 13 0.996192 0.990485 0.979142
g22-g87 11 0 1 3.46947 8 0.885275 0.704389 0.438851 128 0 5.16013 12 0.983245 0.939526 0.853035
g22-g88 11 0 1 3.46947 8 0.885275 0.704389 0.438851 142 0 5.66995 14 0.988064 0.947504 0.864237
g22-g89 11 0 1 3.46947 8 0.885275 0.704389 0.438851 110 1 5.7791 8 0.995421 0.984432 0.951465
g22-g90 11 0 1 3.46947 8 0.885275 0.704389 0.438851 266 1 6.00551 11 0.994406 0.974825 0.92028
g22-g91 11 0 1 3.46947 8 0.885275 0.704389 0.438851 164 1 6.394 18 0.996284 0.964252 0.883107
g22-g92 11 0 1 3.46947 8 0.885275 0.704389 0.438851 227 1 6.96525 17 0.996699 0.975941 0.922645
g22-g94 11 0 1 3.46947 8 0.885275 0.704389 0.438851 469 1 7.67313 16 0.996231 0.985283 0.958354
g22-g95 11 0 1 3.46947 8 0.885275 0.704389 0.438851 151 0 13.1693 36 0.068187 0.067156 0.0656085
g22-g96 11 0 1 3.46947 8 0.885275 0.704389 0.438851 178 0 13.4234 41 0.145044 0.143656 0.141219
g22-g97 11 0 1 3.46947 8 0.885275 0.704389 0.438851 182 0 15.947 47 0.160597 0.159242 0.156982
g22-g98 11 0 1 3.46947 8 0.885275 0.704389 0.438851 270 0 12.7987 36 0.351012 0.348286 0.342952
g22-g99 11 0 1 3.46947 8 0.885275 0.704389 0.438851 270 0 12.8334 36 0.350418 0.34769 0.342357
g23-g100 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 131 0 1.33155 2 0.000488158 0 0
g23-g101 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 700 1 4.83463 7 0.996795 0.983059 0.914377
g23-g102 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 826 1 4.25744 6 0.995879 0.970238 0.820971
g23-g103 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 1071 1 3.73065 6 0.994048 0.933608 0.61859
g23-g104 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 1398 0 8.83072 28 0.517559 0.513402 0.501871
g23-g105 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 1414 0 8.82651 28 0.51486 0.51073 0.499268
g23-g106 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 4956 1 8.34333 29 0.998428 0.992345 0.971973
g23-g107 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 2953 0 8.56683 25 0.553997 0.550267 0.538928
g23-g108 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 3662 0 8.55453 27 0.579695 0.576075 0.564798
g23-g109 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 4211 1 10.5021 21 0.998611 0.994643 0.984921
g23-g110 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 9771 1 5.67628 16 0.997384 0.977723 0.912432
g23-g111 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5654 0 8.34249 29 0.608189 0.604462 0.592038
g23-g112 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5965 1 9.66358 26 0.999218 0.990909 0.966094
g23-g51 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 1 1 2.44843 5 0.940979 0.453896 0.0384373
g23-g52 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 1 0 3.3828 8 0.857992 0.650361 0.44435
g23-g53 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 2 1 2.77816 5 0.934807 0.660998 0.170068
g23-g54 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5 0 3.11824 6 0.839233 0.653748 0.293427
g23-g55 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5 1 3.16562 6 0.966736 0.788788 0.359772
g23-g56 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5 0 3.07479 6 0.859406 0.6586 0.283356
g23-g57 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 1 0 1.21795 2 0.000433673 0 0
g23-g61 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5 1 9.57583 20 0.980002 0.948294 0.904044
g23-g62 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 8 1 3.58877 8 0.98381 0.789438 0.529125
g23-g63 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 23 1 3.46867 7 0.96175 0.7955 0.485625
g23-g64 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 51 1 2.23575 4 0.873 0.334475 0.0251875
g23-g65 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 27 1 2.72983 4 0.971066 0.725961 0.0288228
g23-g67 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 12 1 4.10195 5 0.984848 0.919913 0.757576
g23-g68 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 57 1 2.73319 5 0.9329 0.608225 0.175325
g23-g69 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 22 1 8.2421 16 0.986168 0.959528 0.915912
g23-g70 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 18 0 10.4096 21 0.929207 0.916905 0.897128
g23-g71 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 22 1 7.14825 13 0.986076 0.958171 0.908729
g23-g72 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 8 0 3.11838 8 0.0127542 0.00960851 0.00505845
g23-g74 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 19 1 3.55758 4 0.991114 0.816802 0.745293
g23-g75 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 33 0 2.58237 7 0.391094 0.220263 0.0605697
g23-g76 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 154 0 2.12389 4 0.749643 0.288019 0.0190863
g23-g77 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 319 1 1.59555 3 0.554598 0.0399785 0
g23-g78 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 67 1 4.8729 19 0.98037 0.898555 0.717637
g23-g79 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 42 1 5.61555 8 0.992155 0.958017 0.895448
g23-g80 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g23-g81 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 207 1 3.06555 5 0.987258 0.866376 0.209844
g23-g83 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 162 1 5.00489 10 0.989258 0.945312 0.828125
g23-g84 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 788 1 2.35582 4 0.881836 0.427734 0.0449219
g23-g85 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 89 1 8.09967 13 0.996192 0.990485 0.979142
g23-g87 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 128 0 5.16013 12 0.983245 0.939526 0.853035
g23-g88 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 141 0 5.66995 14 0.988064 0.947504 0.864237
g23-g89 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 110 1 5.7791 8 0.995421 0.984432 0.951465
g23-g90 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 262 1 6.00551 11 0.994406 0.974825 0.92028
g23-g91 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 162 1 6.394 18 0.996284 0.964252 0.883107
g23-g92 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 230 1 6.96525 17 0.996699 0.975941 0.922645
g23-g94 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 467 1 7.67313 16 0.996231 0.985283 0.958354
g23-g95 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 150 0 13.1693 36 0.068187 0.067156 0.0656085
g23-g96 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 174 0 13.4234 41 0.145044 0.143656 0.141219
g23-g97 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 181 0 15.947 47 0.160597 0.159242 0.156982
g23-g98 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 268 0 12.7987 36 0.351012 0.348286 0.342952
g23-g99 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 270 0 12.8334 36 0.350418 0.34769 0.342357
g24-g100 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 129 0 1.33155 2 0.000488158 0 0
g24-g101 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 706 1 4.83463 7 0.996795 0.983059 0.914377
g24-g102 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 829 1 4.25744 6 0.995879 0.970238 0.820971
g24-g103 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 1147 1 3.73065 6 0.994048 0.933608 0.61859
g24-g104 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 1370 0 8.83072 28 0.517559 0.513402 0.501871
g24-g105 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 1401 0 8.82651 28 0.51486 0.51073 0.499268
g24-g106 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 4969 1 8.34333 29 0.998428 0.992345 0.971973
g24-g107 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 2996 0 8.56683 25 0.553997 0.550267 0.538928
g24-g108 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 3680 0 8.55453 27 0.579695 0.576075 0.564798
g24-g109 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 4232 1 10.5021 21 0.998611 0.994643 0.984921
g24-g110 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 9762 1 5.67628 16 0.997384 0.977723 0.912432
g24-g111 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 5691 0 8.34249 29 0.608189 0.604462 0.592038
g24-g112 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 5987 1 9.66358 26 0.999218 0.990909 0.966094
g24-g51 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 1 1 2.44843 5 0.940979 0.453896 0.0384373
g24-g52 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 1 0 3.3828 8 0.857992 0.650361 0.44435
g24-g53 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 2 1 2.77816 5 0.934807 0.660998 0.170068
g24-g54 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 5 0 3.11824 6 0.839233 0.653748 0.293427
g24-g55 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 5 1 3.16562 6 0.966736 0.788788 0.359772
g24-g56 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 5 0 3.07479 6 0.859406 0.6586 0.283356
g24-g57 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 1 0 1.21795 2 0.000433673 0 0
g24-g61 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 5 1 9.57583 20 0.980002 0.948294 0.904044
g24-g62 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 7 1 3.58877 8 0.98381 0.789438 0.529125
g24-g63 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 23 1 3.46867 7 0.96175 0.7955 0.485625
g24-g64 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 50 1 2.23575 4 0.873 0.334475 0.0251875
g24-g65 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 27 1 2.72983 4 0.971066 0.725961 0.0288228
g24-g67 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 13 1 4.10195 5 0.984848 0.919913 0.757576
g24-g68 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 57 1 2.73319 5 0.9329 0.608225 0.175325
g24-g69 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 23 1 8.2421 16 0.986168 0.959528 0.915912
g24-g70 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 17 0 10.4096 21 0.929207 0.916905 0.897128
g24-g71 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 22 1 7.14825 13 0.986076 0.958171 0.908729
g24-g72 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 7 0 3.11838 8 0.0127542 0.00960851 0.00505845
g24-g74 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 19 1 3.55758 4 0.991114 0.816802 0.745293
g24-g75 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 32 0 2.58237 7 0.391094 0.220263 0.0605697
g24-g76 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 155 0 2.12389 4 0.749643 0.288019 0.0190863
g24-g77 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 318 1 1.59555 3 0.554598 0.0399785 0
g24-g78 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 67 1 4.8729 19 0.98037 0.898555 0.717637
g24-g79 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 42 1 5.61555 8 0.992155 0.958017 0.895448
g24-g80 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g24-g81 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 205 1 3.06555 5 0.987258 0.866376 0.209844
g24-g83 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 163 1 5.00489 10 0.989258 0.945312 0.828125
g24-g84 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 791 1 2.35582 4 0.881836 0.427734 0.0449219
g24-g85 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 88 1 8.09967 13 0.996192 0.990485 0.979142
g24-g87 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 128 0 5.16013 12 0.983245 0.939526 0.853035
g24-g88 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 142 0 5.66995 14 0.988064 0.947504 0.864237
g24-g89 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 109 1 5.7791 8 0.995421 0.984432 0.951465
g24-g90 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 261 1 6.00551 11 0.994406 0.974825 0.92028
g24-g91 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 161 1 6.394 18 0.996284 0.964252 0.883107
g24-g92 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 227 1 6.96525 17 0.996699 0.975941 0.922645
g24-g94 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 470 1 7.67313 16 0.996231 0.985283 0.958354
g24-g95 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 149 0 13.1693 36 0.068187 0.067156 0.0656085
g24-g96 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 172 0 13.4234 41 0.145044 0.143656 0.141219
g24-g97 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 179 0 15.947 47 0.160597 0.159242 0.156982
g24-g98 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 264 0 12.7987 36 0.351012 0.348286 0.342952
g24-g99 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 271 0 12.8334 36 0.350418 0.34769 0.342357
g25-g100 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 131 0 1.33155 2 0.000488158 0 0
g25-g101 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 704 1 4.83463 7 0.996795 0.983059 0.914377
g25-g102 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 824 1 4.25744 6 0.995879 0.970238 0.820971
g25-g103 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 1137 1 3.73065 6 0.994048 0.933608 0.61859
g25-g104 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 1393 0 8.83072 28 0.517559 0.513402 0.501871
g25-g105 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 1406 0 8.82651 28 0.51486 0.51073 0.499268
g25-g106 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 4934 1 8.34333 29 0.998428 0.992345 0.971973
g25-g107 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 2978 0 8.56683 25 0.553997 0.550267 0.538928
g25-g108 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 3662 0 8.55453 27 0.579695 0.576075 0.564798
g25-g109 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 4219 1 10.5021 21 0.998611 0.994643 0.984921
g25-g110 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 9915 1 5.67628 16 0.997384 0.977723 0.912432
g25-g111 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 5740 0 8.34249 29 0.608189 0.604462 0.592038
g25-g112 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 5981 1 9.66358 26 0.999218 0.990909 0.966094
g25-g51 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 1 1 2.44843 5 0.940979 0.453896 0.0384373
g25-g52 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 1 0 3.3828 8 0.857992 0.650361 0.44435
g25-g53 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 2 1 2.77816 5 0.934807 0.660998 0.170068
g25-g54 11 0 0 1.94488 4 0.0949333 0.0284444 0.00462222 5 0 3.11824 6 0.839233 0.653748 0.293427
